"Bee_ID"	"Label"	"type"	"wing_cm"	"length_pixels"	"pixels_per_cm"	"wing"	"date"
"CA0412"	"RW-U-CA_0412-02-15-19.JPG"	"forewing"	0.834355082222553	1187.057	1422.724	"RW"	"02.15.19"
"CA0906"	"RW-U-CA_0906-11-07-18.JPG"	"forewing"	0.864496997605842	1225.887	1418.035	"RW"	"11.07.18"
"CA1103"	"RW-U-CA_1103-10-31-18.JPG"	"forewing"	0.903898829013428	1283.69	1420.17	"RW"	"10.31.18"
"AR0315"	"RW-V-AR0315-05-01-19.JPG"	"forewing"	0.895063464961269	1285.372	1436.068	"RW"	"05.01.19"
"AR0507"	"RW-V-AR0507-05-30-19.JPG"	"forewing"	0.87127071977093	1251.204	1436.068	"RW"	"05.30.19"
"AR0603"	"RW-V-AR0603-05-15-19.JPG"	"forewing"	0.847118540982787	1220.115	1440.312	"RW"	"05.15.19"
"AR0816"	"RW-V-AR0816-05-30-19.JPG"	"forewing"	0.86795777581524	1250.13	1440.312	"RW"	"05.30.19"
"AR1112"	"RW-V-AR1112-05-30-19.JPG"	"forewing"	0.844593009129092	1216.594	1440.45	"RW"	"05.30.19"
"AR2215"	"RW-V-AR2215-05-30-19.JPG"	"forewing"	0.851277834665949	1227.884	1442.401	"RW"	"05.30.19"
"AR2509"	"RW-V-AR2509-05-15-19.JPG"	"forewing"	0.838810427890718	1209.901	1442.401	"RW"	"05.15.19"
"AR0311"	"RW-V-AR_0311-03-14-19.JPG"	"forewing"	0.860777224735213	1243.768	1444.936	"RW"	"03.14.19"
"CA1302"	"RW-V-CA_1302-10-31-18..JPG"	"forewing"	0.906928862176651	1301.637	1435.214	"RW"	"10.31.18."
"CA1417"	"RW-V-CA_1417-02-15-19.JPG"	"forewing"	0.891465687019797	1260.635	1414.115	"RW"	"02.15.19"
"AR0109"	"RW-W-AR0109-05-30-19.JPG"	"forewing"	0.883625008965796	1268.897	1436.013	"RW"	"05.30.19"
"AR0306"	"RW-W-AR0306-05-01-19.JPG"	"forewing"	0.885358406206484	1269.704	1434.113	"RW"	"05.01.19"
"AR0904"	"RW-W-AR0904-05-30-19.JPG"	"forewing"	0.872926171423466	1250.568	1432.616	"RW"	"05.30.19"
"AR1019"	"RW-W-AR1019-05-15-19.JPG"	"forewing"	0.870163909608874	1264.557	1453.24	"RW"	"05.15.19"
"AR1405"	"RW-W-AR1405-05-15-19.JPG"	"forewing"	0.857559790343295	1235.272	1440.45	"RW"	"05.15.19"
"AR1406"	"RW-W-AR1406-05-01-19.JPG"	"forewing"	0.869789573194216	1242.103	1428.05	"RW"	"05.01.19"
"AR1508"	"RW-W-AR1508-05-30-19.JPG"	"forewing"	0.847171251373601	1216.543	1436.006	"RW"	"05.30.19"
"AR2909"	"RW-W-AR2909-05-01-19.JPG"	"forewing"	0.835476955307263	1196.403	1432	"RW"	"05.01.19"
"AR1002"	"RW-W-AR_1002-03-14-19.JPG"	"forewing"	0.888243152186183	1282.624	1444.001	"RW"	"03.14.19"
"AR2614"	"RW-W-AR_2614-03-14-19.JPG"	"forewing"	0.88700185713513	1279.062	1442.006	"RW"	"03.14.19"
"CA0230"	"RW-W-CA0230-05-30-19.JPG"	"forewing"	0.860098845550177	1236.823	1438.001	"RW"	"05.30.19"
"CA0529"	"RW-W-CA_0529-02-15-19.JPG"	"forewing"	0.891377742642506	1253.836	1406.627	"RW"	"02.15.19"
"CA1005"	"RW-W-CA_1005-10-31-18.JPG"	"forewing"	0.91182704058887	1296.722	1422.114	"RW"	"10.31.18"
"CA1314"	"RW-W-CA_1314-11-28-18.JPG"	"forewing"	0.873001746763692	1237.961	1418.051	"RW"	"11.28.18"
"AR0604"	"RW-X-AR0604-05-30-19.JPG"	"forewing"	0.899388748128927	1294.233	1439.014	"RW"	"05.30.19"
"AR1205"	"RW-X-AR1205-05-30-19.JPG"	"forewing"	0.839037664090637	1206.537	1438.001	"RW"	"05.30.19"
"AR1401"	"RW-X-AR1401-05-15-19.JPG"	"forewing"	0.856033287101248	1234.4	1442	"RW"	"05.15.19"
"AR1503"	"RW-X-AR1503-05-01-19.JPG"	"forewing"	0.815223838460538	1172.384	1438.113	"RW"	"05.01.19"
"AR2302"	"RW-X-AR2302-05-01-19.JPG"	"forewing"	0.820179668530293	1177.851	1436.089	"RW"	"05.01.19"
"AR2317"	"RW-X-AR2317-05-30-19.JPG"	"forewing"	0.817239496952439	1175.219	1438.035	"RW"	"05.30.19"
"AR1403"	"RW-X-AR_1403-03-14-19.JPG"	"forewing"	0.845247771620635	1231.242	1456.664	"RW"	"03.14.19"
"CA0403"	"RW-X-CA_0403-01-22-19.JPG"	"forewing"	0.869154644479689	1229.753	1414.884	"RW"	"01.22.19"
"CA0427"	"RW-X-CA_0427-02-15-19.JPG"	"forewing"	0.820448883126378	1153.57	1406.023	"RW"	"02.15.19"
"CA0914"	"RW-X-CA_0914-01-29-19.JPG"	"forewing"	0.888647807145917	1256.955	1414.458	"RW"	"01.29.19"
"CA1106"	"RW-X-CA_1106-05-01-19.JPG"	"forewing"	0.858077272425176	1239.448	1444.448	"RW"	"05.01.19"
"AR0305"	"RW-Y-AR0305-05-01-19.JPG"	"forewing"	0.884417211408627	1270.024	1436.001	"RW"	"05.01.19"
"AR0309"	"RW-Y-AR0309-05-30-19.JPG"	"forewing"	0.888401159439614	1279.303	1440.006	"RW"	"05.30.19"
"AR1513"	"RW-Y-AR1513-05-15-19.JPG"	"forewing"	0.855756669601197	1237.425	1446.001	"RW"	"05.15.19"
"AR1907"	"RW-Y-AR1907-05-30-19.JPG"	"forewing"	0.858636805555555	1236.437	1440	"RW"	"05.30.19"
"AR2012"	"RW-Y-AR2012-05-01-19.JPG"	"forewing"	0.849942490448686	1222.236	1438.022	"RW"	"05.01.19"
"AR2907"	"RW-Y-AR2907-05-15-19.JPG"	"forewing"	0.809570672135964	1173.905	1450.034	"RW"	"05.15.19"
"AR1612"	"RW-Y-AR_1612-03-14-19.JPG"	"forewing"	0.828598315420985	1194.857	1442.022	"RW"	"03.14.19"
"CA0527"	"RW-Y-CA_0527-02-15-19.JPG"	"forewing"	0.8896617310514	1254.504	1410.091	"RW"	"02.15.19"
"AR0103"	"RW-Z-AR0103-05-01-19.JPG"	"forewing"	0.928336044542085	1328.538	1431.096	"RW"	"05.01.19"
"AR0115"	"RW-Z-AR0115-05-30-19.JPG"	"forewing"	0.870169462884563	1246.181	1432.113	"RW"	"05.30.19"
"AR0811"	"RW-Z-AR0811-05-01-19.JPG"	"forewing"	0.910528689333918	1300.255	1428.022	"RW"	"05.01.19"
"AR1402"	"RW-Z-AR1402-05-30-19.JPG"	"forewing"	0.861294484546383	1236.992	1436.201	"RW"	"05.30.19"
"AR1913"	"RW-Z-AR1913-05-15-19.JPG"	"forewing"	0.824654382998337	1188.007	1440.612	"RW"	"05.15.19"
"AR2506"	"RW-Z-AR2506-05-15-19.JPG"	"forewing"	0.83566504178273	1200.015	1436	"RW"	"05.15.19"
"AR2512"	"RW-Z-AR_2512-03-14-19.JPG"	"forewing"	0.812177325623604	1174.661	1446.311	"RW"	"03.14.19"
"CA0112"	"RW-Z-CA_0112-03-14-19.JPG"	"forewing"	0.906423635061605	1307.517	1442.501	"RW"	"03.14.19"
"CA0325"	"RW-Z-CA_0325-02-15-19.JPG"	"forewing"	0.888680087532282	1262.171	1420.276	"RW"	"02.15.19"
"CA0411"	"RW-Z-CA_0411-01-22-19.JPG"	"forewing"	0.842101950422949	1190.733	1414.001	"RW"	"01.22.19"
"CA1020"	"RW-Z-CA_1020-02-15-19.JPG"	"forewing"	0.9076800159083	1278.077	1408.07	"RW"	"02.15.19"
"CA1319"	"RW-Z-CA_1319-01-29-19.JPG"	"forewing"	0.866845724838621	1224.163	1412.204	"RW"	"01.29.19"
"CA1216"	"RW1-W-CA_1216-01-29-19.JPG"	"forewing"	0.864686391405427	1219.213	1410.006	"RW1"	"01.29.19"
"AR2305"	"LW-B-AR2305-05-30-19.JPG"	"forewing"	0.759337939284866	1157.758	1524.694	"LW"	"05.30.19"
